11,121262.962,30194523.984
13,86400,27734402.016
14,245106,34069786.992
54,94040.976,31879836
58,36000,35460000
59,181894.992,32437890
102,1160160,23944160.976
103,768000,23808001.008
104,1838298,27084254.016
105,307200,8601603.024
106,128000.016,27008001.024
107,1728000,26304001.008
108,158896.992,24787862.976
109,1920000,29184001.008
110,130231.008,35677659.984
